Время старта;Имя участника;Общее время выполнения задания;Время потраченное на поиск 1 Qr;Время потраченное на поиск 2 Qr;Время потраченное на поиск 3 Qr;Время потраченное на поиск 4 Qr;Время потраченное на поиск 5 Qr;

19/09/25 02:01;Воваa;1,521;;;;;
19/09/25 02:01;a;1,357;;;;;
19/09/25 02:01;sa;12,140;1,336;1,326;7,862;0,925;0,568
